OTD_ID,Title,Library,Library_Name,Legacy_ID,Merged_Legacy_IDs,Merge_Count,Category,ATTACK_Technique_IDs,Threat_Actors,Sectors,Purdue_Level,Protocol,Data_Source,Nozomi_Type_ID,Severity,Status,Artifact_Path,Slug,Logic_Summary
OTD-0231,Perimeter deny surge,perimeter,Perimeter-to-Endpoint,NET-07,,0,network-dos,T1595,,,L3.5/IT,,firewall,,medium,Validated,,perimeter-deny-surge,baseline
OTD-0232,Resource exhaustion on public service,perimeter,Perimeter-to-Endpoint,NET-08,,0,network-dos,T1499,,,L3.5/IT,,WAF/LB/app,,high,Validated,,resource-exhaustion-on-public-service,baseline
OTD-0233,DNS tunnelling,perimeter,Perimeter-to-Endpoint,OUT-01,,0,outliers,T1071.004,,,L3.5/IT,,DNS,,high,Validated,,dns-tunnelling,baseline
OTD-0234,DGA activity,perimeter,Perimeter-to-Endpoint,OUT-02,,0,outliers,T1568.002,,,L3.5/IT,,DNS,,high,Validated,,dga-activity,baseline
OTD-0235,Rare/new external domain,perimeter,Perimeter-to-Endpoint,OUT-03,,0,outliers,T1071,,,L3.5/IT,,DNS/proxy,,medium,Validated,,rare-new-external-domain,baseline
OTD-0236,Beaconing C2,perimeter,Perimeter-to-Endpoint,OUT-04,,0,outliers,T1071,,,L3.5/IT,,flow/proxy,,high,Validated,,beaconing-c2,baseline
OTD-0237,Connection-count outlier,perimeter,Perimeter-to-Endpoint,OUT-05,,0,outliers,T1071,,,L3.5/IT,,flow,,medium,Validated,,connection-count-outlier,baseline
OTD-0238,Data-volume exfil outlier,perimeter,Perimeter-to-Endpoint,OUT-06,,0,outliers,T1041,,,L3.5/IT,,flow/proxy,,high,Validated,,data-volume-exfil-outlier,baseline
OTD-0239,Long-lived high-byte session,perimeter,Perimeter-to-Endpoint,OUT-07,,0,outliers,T1071,,,L3.5/IT,,flow,,medium,Validated,,long-lived-high-byte-session,baseline
OTD-0240,DoH/rare resolver,perimeter,Perimeter-to-Endpoint,OUT-08,,0,outliers,T1071.004,,,L3.5/IT,,flow/proxy,,medium,Validated,,doh-rare-resolver,signature
OTD-0241,Threat-intel IOC hit,perimeter,Perimeter-to-Endpoint,PRB-01,,0,prohibited,T1071,,,L3.5/IT,,flow/DNS+TI,,high,Validated,,threat-intel-ioc-hit,signature
OTD-0242,Tor usage,perimeter,Perimeter-to-Endpoint,PRB-02,,0,prohibited,T1090.003,,,L3.5/IT,,flow/proxy,,high,Validated,,tor-usage,signature
OTD-0243,Crypto-mining,perimeter,Perimeter-to-Endpoint,PRB-03,,0,prohibited,T1496,,,L3.5/IT,,flow/DNS/proxy,,high,Validated,,crypto-mining,signature
OTD-0244,P2P/torrent,perimeter,Perimeter-to-Endpoint,PRB-04,,0,prohibited,T1048,,,L3.5/IT,,flow/IDS,,medium,Validated,,p2p-torrent,signature
OTD-0245,Geo-prohibited destination,perimeter,Perimeter-to-Endpoint,PRB-05,,0,prohibited,T1071,,,L3.5/IT,,flow+geoIP,,medium,Validated,,geo-prohibited-destination,signature
OTD-0246,Unauthorized cloud storage,perimeter,Perimeter-to-Endpoint,PRB-06,,0,prohibited,T1567.002,,,L3.5/IT,,proxy/DNS,,medium,Validated,,unauthorized-cloud-storage,signature
OTD-0247,Prohibited cleartext protocol,perimeter,Perimeter-to-Endpoint,PRB-07,,0,prohibited,T1071,,,L3.5/IT,,flow,,medium,Validated,,prohibited-cleartext-protocol,signature
OTD-0248,Unauthorized remote-access tool,perimeter,Perimeter-to-Endpoint,PRB-08,,0,prohibited,T1219,,,L3.5/IT,,proxy/DNS/flow,,high,Validated,,unauthorized-remote-access-tool,signature
OTD-0249,Traffic to newly-registered domain,perimeter,Perimeter-to-Endpoint,PRB-09,,0,prohibited,T1071,,,L3.5/IT,,DNS+enrichment,,medium,Validated,,traffic-to-newly-registered-domain,baseline
OTD-0250,Outbound vertical scan,perimeter,Perimeter-to-Endpoint,SCN-02,,0,scanning-web,T1595.001,,,L3.5/IT,,firewall/flow,,medium,Validated,,outbound-vertical-scan,baseline
OTD-0251,High outbound deny rate,perimeter,Perimeter-to-Endpoint,SCN-03,,0,scanning-web,T1595,,,L3.5/IT,,firewall,,medium,Validated,,high-outbound-deny-rate,baseline
OTD-0252,Web login brute force,perimeter,Perimeter-to-Endpoint,WEB-01,,0,scanning-web,T1110,,,L3.5/IT,,WAF/IIS/app,,high,Validated,,web-login-brute-force,signature
OTD-0253,Directory/endpoint enumeration,perimeter,Perimeter-to-Endpoint,WEB-02,,0,scanning-web,T1595.003,,,L3.5/IT,,WAF/IIS,,medium,Validated,,directory-endpoint-enumeration,signature
OTD-0254,Injection patterns SQLi/XSS/cmd,perimeter,Perimeter-to-Endpoint,WEB-03,,0,scanning-web,T1190,,,L3.5/IT,,WAF/web,,high,Validated,,injection-patterns-sqli-xss-cmd,signature
OTD-0255,High 5xx error spike,perimeter,Perimeter-to-Endpoint,WEB-04,,0,scanning-web,T1190,,,L3.5/IT,,web/LB,,medium,Validated,,high-5xx-error-spike,baseline
OTD-0256,Suspicious user-agent/tool,perimeter,Perimeter-to-Endpoint,WEB-05,,0,scanning-web,T1595,,,L3.5/IT,,WAF/web,,medium,Validated,,suspicious-user-agent-tool,signature
OTD-0257,Web shell indicators,perimeter,Perimeter-to-Endpoint,WEB-06,,0,scanning-web,T1505.003,,,L3.5/IT,,web/EDR,,critical,Validated,,web-shell-indicators,signature
